ID	geneLength	allCountsMulti	filteredCountsMulti	dupRateMulti	dupsPerIdMulti	RPKMulti	PKMMulti	allCounts	filteredCounts	dupRate	dupsPerId	RPK	RPKM
YAL069W	315	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL068W-A	255	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL068C	363	6	6	0	0	16.5289256198347	337.483423236105	6	6	0	0	16.5289256198347	337.483423236105
YAL067W-A	228	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL067C	1782	3	3	0	0	1.68350168350168	34.3733116258996	3	3	0	0	1.68350168350168	34.3733116258996
YAL066W	309	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL065C	387	2	2	0	0	5.16795865633075	105.51807289811	2	2	0	0	5.16795865633075	105.51807289811
YAL064W-B	381	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL064C-A	381	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL064W	285	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL063C-A	291	1	1	0	0	3.43642611683849	70.1640794013208	1	1	0	0	3.43642611683849	70.1640794013208
YAL063C	3969	76	74	0.0263157894736842	2	19.1484001007811	390.967190738123	13	13	0	0	3.27538422776518	66.8759668367842
YAL062W	1374	28	25	0.107142857142857	3	20.3784570596798	416.082182650627	23	20	0.130434782608696	3	16.7394468704512	341.781792891587
YAL061W	1254	20	20	0	0	15.9489633173844	325.641899613785	20	20	0	0	15.9489633173844	325.641899613785
YAL060W	1149	58	52	0.103448275862069	6	50.4786771105309	1030.66086347736	58	52	0.103448275862069	6	50.4786771105309	1030.66086347736
YAL059C-A	423	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL059W	639	8	8	0	0	12.5195618153365	255.621247020774	8	8	0	0	12.5195618153365	255.621247020774
YAL058W	1509	23	21	0.0869565217391304	2	15.2418820410868	311.204892931107	23	21	0.0869565217391304	2	15.2418820410868	311.204892931107
YAL056C-A	351	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL056W	2643	53	47	0.113207547169811	6	20.0529701097238	409.436472420193	53	47	0.113207547169811	6	20.0529701097238	409.436472420193
YAL055W	543	2	2	0	0	3.68324125230203	75.2034884190952	2	2	0	0	3.68324125230203	75.2034884190952
YAL054C	2142	14	14	0	0	6.5359477124183	133.449327488787	14	14	0	0	6.5359477124183	133.449327488787
YAL053W	2352	137	124	0.0948905109489051	13	58.2482993197279	1189.29904485223	137	124	0.0948905109489051	13	58.2482993197279	1189.29904485223
YAL051W	3144	61	56	0.0819672131147541	5	19.4020356234097	396.145856696198	61	56	0.0819672131147541	5	19.4020356234097	396.145856696198
YAL049C	741	47	44	0.0638297872340425	3	63.4278002699055	1295.05278538713	46	43	0.0652173913043478	3	62.0782726045884	1267.49847080443
YAL048C	1989	21	21	0	0	10.5580693815988	215.571990558809	21	21	0	0	10.5580693815988	215.571990558809
YAL047W-A	330	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL047C	1869	26	25	0.0384615384615385	1	13.9111824505083	284.035005216904	26	25	0.0384615384615385	1	13.9111824505083	284.035005216904
YAL046C	357	7	6	0.142857142857143	1	19.6078431372549	400.34798246636	7	6	0.142857142857143	1	19.6078431372549	400.34798246636
YAL045C	309	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL044W-A	333	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL044C	513	88	66	0.25	22	171.539961013645	3502.45954251271	88	66	0.25	22	171.539961013645	3502.45954251271
YAL043C	2358	70	65	0.0714285714285714	5	29.6861747243427	606.124808059756	70	65	0.0714285714285714	5	29.6861747243427	606.124808059756
YAL042C-A	378	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL042W	1248	132	95	0.28030303030303	37	105.769230769231	2159.5694054195	132	95	0.28030303030303	37	105.769230769231	2159.5694054195
YAL041W	2565	66	59	0.106060606060606	7	25.7309941520468	525.368931376907	66	59	0.106060606060606	7	25.7309941520468	525.368931376907
YAL040C	1743	46	45	0.0217391304347826	1	26.3912794033276	538.850468655238	46	45	0.0217391304347826	1	26.3912794033276	538.850468655238
YAL039C	810	25	25	0	0	30.8641975308642	630.177379808159	25	25	0	0	30.8641975308642	630.177379808159
YAL038W	1503	2332	326	0.860205831903945	2006	1551.56353958749	31679.431969853	2330	325	0.860515021459227	2005	1550.23286759814	31652.2626456936
YAL037C-B	975	30	7	0.766666666666667	23	30.7692307692308	628.238372485672	30	7	0.766666666666667	23	30.7692307692308	628.238372485672
YAL037C-A	93	4	4	0	0	43.010752688172	878.182671216531	4	4	0	0	43.010752688172	878.182671216531
YAL037W	804	7	7	0	0	8.70646766169154	177.766454901107	7	7	0	0	8.70646766169154	177.766454901107
YAL036C	1110	63	53	0.158730158730159	10	56.7567567567568	1158.84510600398	62	52	0.161290322580645	10	55.8558558558559	1140.45073924201
YAL035W	3009	495	369	0.254545454545455	126	164.506480558325	3358.85171730251	493	368	0.253549695740365	125	163.841807909605	3345.2805992528
YAL034C-B	354	3	3	0	0	8.47457627118644	173.031755133766	3	3	0	0	8.47457627118644	173.031755133766
YAL034W-A	870	3	3	0	0	3.44827586206897	70.4060245027046	2	2	0	0	2.29885057471264	46.9373496684698
YAL034C	1242	19	19	0	0	15.2979066022544	312.34878825274	17	17	0	0	13.6876006441224	279.469968436662
YAL033W	522	16	15	0.0625	1	30.6513409961686	625.83132891293	16	15	0.0625	1	30.6513409961686	625.83132891293
YAL032C	1140	15	15	0	0	13.1578947368421	268.654567181373	15	15	0	0	13.1578947368421	268.654567181373
YAL031W-A	309	2	2	0	0	6.47249190938511	132.153702950061	2	2	0	0	6.47249190938511	132.153702950061
YAL031C	2283	37	37	0	0	16.2067455102935	330.905231236978	37	37	0	0	16.2067455102935	330.905231236978
YAL030W	354	21	19	0.0952380952380952	2	59.3220338983051	1211.22228593636	21	19	0.0952380952380952	2	59.3220338983051	1211.22228593636
YAL029C	4416	188	176	0.0638297872340425	12	42.5724637681159	869.233798887558	187	175	0.0641711229946524	12	42.3460144927536	864.610214850922
YAL028W	1587	8	8	0	0	5.04095778197858	102.925001163374	8	8	0	0	5.04095778197858	102.925001163374
YAL027W	786	11	11	0	0	13.9949109414758	285.744552371028	11	11	0	0	13.9949109414758	285.744552371028
YAL026C-A	438	4	3	0.25	1	9.1324200913242	186.463443888442	4	3	0.25	1	9.1324200913242	186.463443888442
YAL026C	4068	145	135	0.0689655172413793	10	35.6440511307768	727.771221813847	143	134	0.0629370629370629	9	35.1524090462144	717.732998064691
HRA1	564	1	1	0	0	1.77304964539007	36.2016792655751	1	1	0	0	1.77304964539007	36.2016792655751
YAL025C	921	31	29	0.0645161290322581	2	33.6590662323561	687.242302149093	31	29	0.0645161290322581	2	33.6590662323561	687.242302149093
YAL024C	4308	54	51	0.0555555555555556	3	12.5348189415042	255.932763164428	54	51	0.0555555555555556	3	12.5348189415042	255.932763164428
YAL023C	2280	357	268	0.249299719887955	89	156.578947368421	3196.98934945834	356	267	0.25	89	156.140350877193	3188.03419721896
YAL022C	1554	38	38	0	0	24.4530244530245	499.275669253414	38	38	0	0	24.4530244530245	499.275669253414
YAL021C	2514	120	108	0.1	12	47.7326968973747	974.594133927654	112	106	0.0535714285714286	6	44.5505171042164	909.62119166581
YAL020C	1002	4	4	0	0	3.99201596806387	81.507972478181	4	4	0	0	3.99201596806387	81.507972478181
YAL019W-A	570	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL019W	3396	115	104	0.0956521739130435	11	33.8633686690224	691.41369763404	113	102	0.0973451327433628	11	33.2744405182568	679.389111588231
YAL018C	978	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL017W	4071	121	116	0.0413223140495868	5	29.7224269221322	606.864996266251	117	112	0.0427350427350427	5	28.7398673544584	586.803343497118
YAL016C-B	186	1	1	0	0	5.37634408602151	109.772833902066	1	1	0	0	5.37634408602151	109.772833902066
YAL016C-A	315	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL016W	1908	152	126	0.171052631578947	26	79.664570230608	1626.57104825955	152	126	0.171052631578947	26	79.664570230608	1626.57104825955
YAL015C	1200	12	12	0	0	10	204.177471057843	12	12	0	0	10	204.177471057843
YAL014C	768	22	21	0.0454545454545455	1	28.6458333333333	584.883380634447	22	21	0.0454545454545455	1	28.6458333333333	584.883380634447
YAL013W	1218	19	18	0.0526315789473684	1	15.5993431855501	318.503444178902	19	18	0.0526315789473684	1	15.5993431855501	318.503444178902
YAL012W	1185	292	204	0.301369863013699	88	246.413502109705	5031.20856952661	292	204	0.301369863013699	88	246.413502109705	5031.20856952661
YAL011W	1878	27	26	0.037037037037037	1	14.3769968051118	293.545884907443	27	26	0.037037037037037	1	14.3769968051118	293.545884907443
YAL010C	1482	16	16	0	0	10.7962213225371	220.434516661639	16	16	0	0	10.7962213225371	220.434516661639
YAL009W	780	15	13	0.133333333333333	2	19.2307692307692	392.648982803545	15	13	0.133333333333333	2	19.2307692307692	392.648982803545
YAL008W	597	23	20	0.130434782608696	3	38.5259631490787	786.613372584657	23	20	0.130434782608696	3	38.5259631490787	786.613372584657
YAL007C	648	80	62	0.225	18	123.456790123457	2520.70951923264	80	62	0.225	18	123.456790123457	2520.70951923264
tP(UGG)A	72	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL005C	1929	4048	792	0.804347826086957	3256	2098.49663037843	42846.5735014075	4036	782	0.806243805748266	3254	2092.27579056506	42719.5579673124
YAL004W	648	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL003W	621	943	287	0.695652173913043	656	1518.51851851852	31004.7270865614	943	287	0.695652173913043	656	1518.51851851852	31004.7270865614
snR18	102	11	9	0.181818181818182	2	107.843137254902	2201.91390356498	11	9	0.181818181818182	2	107.843137254902	2201.91390356498
YAL002W	3825	33	32	0.0303030303030303	1	8.62745098039216	176.153112285198	33	32	0.0303030303030303	1	8.62745098039216	176.153112285198
YAL001C	3483	75	72	0.04	3	21.5331610680448	439.65863707546	74	71	0.0405405405405405	3	21.2460522538042	433.796521914454
YAR002W	1620	67	58	0.134328358208955	9	41.358024691358	844.437688942933	67	58	0.134328358208955	9	41.358024691358	844.437688942933
YAR002C-A	660	91	68	0.252747252747253	23	137.878787878788	2815.17422216117	91	68	0.252747252747253	23	137.878787878788	2815.17422216117
YAR003W	1281	17	17	0	0	13.2708821233411	270.961515065054	17	17	0	0	13.2708821233411	270.961515065054
