ID	geneLength	allCountsMulti	filteredCountsMulti	dupRateMulti	dupsPerIdMulti	RPKMulti	PKMMulti	allCounts	filteredCounts	dupRate	dupsPerId	RPK	RPKM
YAL069W	315	1	1	0	0	3.17460317460317	32.3276053665765	1	1	0	0	3.17460317460317	32.3276053665765
YAL068W-A	255	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL068C	363	20	17	0.15	3	55.0964187327824	561.057613800087	19	16	0.157894736842105	3	52.3415977961432	533.004733110083
YAL067W-A	228	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL067C	1782	5	5	0	0	2.80583613916947	28.57237848056	5	5	0	0	2.80583613916947	28.57237848056
YAL066W	309	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL065C	387	3	3	0	0	7.75193798449612	78.9395014765239	0	0	NA	0	0	0
YAL064W-B	381	3	3	0	0	7.8740157480315	80.1826432320597	3	3	0	0	7.8740157480315	80.1826432320597
YAL064C-A	381	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL064W	285	2	2	0	0	7.01754385964912	71.4610223892743	1	1	0	0	3.50877192982456	35.7305111946371
YAL063C-A	291	2	2	0	0	6.87285223367698	69.9875992472274	2	2	0	0	6.87285223367698	69.9875992472274
YAL063C	3969	24	24	0	0	6.04686318972033	61.5763911744313	8	8	0	0	2.01562106324011	20.5254637248104
YAL062W	1374	37	25	0.324324324324324	12	26.9286754002911	274.219971286353	34	22	0.352941176470588	12	24.745269286754	251.985919560432
YAL061W	1254	91	81	0.10989010989011	10	72.5677830940989	738.971936070904	89	79	0.112359550561798	10	70.9728867623604	722.730794618797
YAL060W	1149	126	107	0.150793650793651	19	109.660574412533	1116.69508877234	126	107	0.150793650793651	19	109.660574412533	1116.69508877234
YAL059C-A	423	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL059W	639	46	35	0.239130434782609	11	71.9874804381847	733.062600566029	46	35	0.239130434782609	11	71.9874804381847	733.062600566029
YAL058W	1509	56	48	0.142857142857143	8	37.1106693174288	377.905207863757	56	48	0.142857142857143	8	37.1106693174288	377.905207863757
YAL056C-A	351	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL056W	2643	135	121	0.103703703703704	14	51.0783200908059	520.140529025223	135	121	0.103703703703704	14	51.0783200908059	520.140529025223
YAL055W	543	9	8	0.111111111111111	1	16.5745856353591	168.782249013341	9	8	0.111111111111111	1	16.5745856353591	168.782249013341
YAL054C	2142	15	14	0.0666666666666667	1	7.00280112044818	71.3108941909775	15	14	0.0666666666666667	1	7.00280112044818	71.3108941909775
YAL053W	2352	280	242	0.135714285714286	38	119.047619047619	1212.28520124662	280	242	0.135714285714286	38	119.047619047619	1212.28520124662
YAL051W	3144	126	113	0.103174603174603	13	40.0763358778626	408.105170801342	125	113	0.096	12	39.7582697201018	404.866240874347
