ID	geneLength	allCountsMulti	filteredCountsMulti	dupRateMulti	dupsPerIdMulti	RPKMulti	PKMMulti	allCounts	filteredCounts	dupRate	dupsPerId	RPK	RPKM
YAL069W	315	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL068W-A	255	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL068C	363	4	4	0	0	11.0192837465565	117.784017386099	4	4	0	0	11.0192837465565	117.784017386099
YAL067W-A	228	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL067C	1782	2	2	0	0	1.12233445566779	11.9965202893249	2	2	0	0	1.12233445566779	11.9965202893249
YAL066W	309	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL065C	387	2	2	0	0	5.16795865633075	55.239791099682	0	0	NA	0	0	0
YAL064W-B	381	5	5	0	0	13.1233595800525	140.274272674389	5	5	0	0	13.1233595800525	140.274272674389
YAL064C-A	381	1	1	0	0	2.6246719160105	28.0548545348779	1	1	0	0	2.6246719160105	28.0548545348779
YAL064W	285	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL063C-A	291	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL063C	3969	7	7	0	0	1.7636684303351	18.8516747403677	4	4	0	0	1.00781053162006	10.7723855659244
YAL062W	1374	15	15	0	0	10.9170305676856	116.691043425638	15	15	0	0	10.9170305676856	116.691043425638
YAL061W	1254	13	13	0	0	10.3668261562998	110.80996372508	13	13	0	0	10.3668261562998	110.80996372508
YAL060W	1149	50	50	0	0	43.5161009573542	465.139233150064	50	50	0	0	43.5161009573542	465.139233150064
YAL059C-A	423	1	1	0	0	2.36406619385343	25.2692661413439	0	0	NA	0	0	0
YAL059W	639	42	42	0	0	65.7276995305164	702.556779760744	42	42	0	0	65.7276995305164	702.556779760744
YAL058W	1509	46	45	0.0217391304347826	1	30.4837640821736	325.837893027349	46	45	0.0217391304347826	1	30.4837640821736	325.837893027349
YAL056C-A	351	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL056W	2643	76	76	0	0	28.7552024214907	307.361471022294	76	76	0	0	28.7552024214907	307.361471022294
YAL055W	543	3	3	0	0	5.52486187845304	59.0546937999363	3	3	0	0	5.52486187845304	59.0546937999363
YAL054C	2142	5	5	0	0	2.33426704014939	24.9507459798984	5	5	0	0	2.33426704014939	24.9507459798984
YAL053W	2352	158	158	0	0	67.1768707482993	718.046825378647	156	156	0	0	66.3265306122449	708.957625057398
YAL051W	3144	84	84	0	0	26.7175572519084	285.581286429463	83	83	0	0	26.3994910941476	282.181509210065
YAL049C	741	46	45	0.0217391304347826	1	62.0782726045884	663.548421833022	46	45	0.0217391304347826	1	62.0782726045884	663.548421833022
YAL048C	1989	27	27	0	0	13.5746606334842	145.098184313871	27	27	0	0	13.5746606334842	145.098184313871
YAL047W-A	330	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL047C	1869	20	20	0	0	10.7009095773141	114.380947862905	20	20	0	0	10.7009095773141	114.380947862905
YAL046C	357	13	13	0	0	36.4145658263305	389.231637286415	13	13	0	0	36.4145658263305	389.231637286415
YAL045C	309	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL044W-A	333	16	16	0	0	48.048048048048	513.580760494341	16	16	0	0	48.048048048048	513.580760494341
YAL044C	513	69	68	0.0144927536231884	1	134.502923976608	1437.68824730488	69	68	0.0144927536231884	1	134.502923976608	1437.68824730488
YAL043C	2358	82	81	0.0121951219512195	1	34.7752332485157	371.708975987555	82	81	0.0121951219512195	1	34.7752332485157	371.708975987555
YAL042C-A	378	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL042W	1248	184	183	0.00543478260869565	1	147.435897435897	1575.92750185343	184	183	0.00543478260869565	1	147.435897435897	1575.92750185343
YAL041W	2565	94	94	0	0	36.6471734892787	391.717957236692	94	94	0	0	36.6471734892787	391.717957236692
YAL040C	1743	66	66	0	0	37.8657487091222	404.743185389581	66	66	0	0	37.8657487091222	404.743185389581
YAL039C	810	20	20	0	0	24.6913580246914	263.923446365147	20	20	0	0	24.6913580246914	263.923446365147
YAL038W	1503	11347	9147	0.193883845950471	2200	7549.56753160346	80696.5692010417	11231	9042	0.194906953966699	2189	7472.38855622089	79871.6108836609
YAL037C-B	975	3	2	0.333333333333333	1	3.07692307692308	32.8889217778107	3	2	0.333333333333333	1	3.07692307692308	32.8889217778107
YAL037C-A	93	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL037W	804	7	7	0	0	8.70646766169154	93.0625585130836	6	6	0	0	7.46268656716418	79.7679072969289
YAL036C	1110	100	98	0.02	2	90.0900900900901	962.963925926889	100	98	0.02	2	90.0900900900901	962.963925926889
YAL035W	3009	802	789	0.0162094763092269	13	266.533732136923	2848.95229690474	800	787	0.01625	13	265.869059488202	2841.84767771046
YAL034C-B	354	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL034W-A	870	8	8	0	0	9.19540229885057	98.288731749779	8	8	0	0	9.19540229885057	98.288731749779
YAL034C	1242	12	12	0	0	9.66183574879227	103.274392055927	12	12	0	0	9.66183574879227	103.274392055927
YAL033W	522	22	22	0	0	42.1455938697318	450.49002051982	22	22	0	0	42.1455938697318	450.49002051982
YAL032C	1140	22	22	0	0	19.2982456140351	206.277009395918	22	22	0	0	19.2982456140351	206.277009395918
YAL031W-A	309	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL031C	2283	39	39	0	0	17.0827858081472	182.596182012155	39	39	0	0	17.0827858081472	182.596182012155
YAL030W	354	25	25	0	0	70.6214689265537	754.865789391841	25	25	0	0	70.6214689265537	754.865789391841
YAL029C	4416	255	255	0	0	57.7445652173913	617.225858771753	255	255	0	0	57.7445652173913	617.225858771753
YAL028W	1587	4	4	0	0	2.52047889098929	26.9411457537201	4	4	0	0	2.52047889098929	26.9411457537201
YAL027W	786	7	7	0	0	8.9058524173028	95.1937621431543	7	7	0	0	8.9058524173028	95.1937621431543
YAL026C-A	438	8	8	0	0	18.2648401826484	195.231042516684	8	8	0	0	18.2648401826484	195.231042516684
YAL026C	4068	184	184	0	0	45.2310717797443	483.470384049429	184	184	0	0	45.2310717797443	483.470384049429
HRA1	564	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL025C	921	64	64	0	0	69.4896851248643	742.768265991815	64	64	0	0	69.4896851248643	742.768265991815
YAL024C	4308	72	72	0	0	16.7130919220056	178.644561188665	72	72	0	0	16.7130919220056	178.644561188665
YAL023C	2280	491	485	0.0122199592668024	6	215.350877192982	2301.86390030445	491	485	0.0122199592668024	6	215.350877192982	2301.86390030445
YAL022C	1554	61	61	0	0	39.2535392535393	419.577139153859	61	61	0	0	39.2535392535393	419.577139153859
YAL021C	2514	153	153	0	0	60.8591885441527	650.517754734143	148	148	0	0	58.8703261734288	629.259004579432
YAL020C	1002	16	16	0	0	15.9680638722555	170.681031182251	16	16	0	0	15.9680638722555	170.681031182251
YAL019W-A	570	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL019W	3396	196	196	0	0	57.7149587750294	616.909398482491	194	194	0	0	57.1260306242638	610.614404620425
YAL018C	978	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL017W	4071	125	124	0.008	1	30.7049864898059	328.202517126887	117	116	0.00854700854700855	1	28.7398673544584	307.197556030767
YAL016C-B	186	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL016C-A	315	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL016W	1908	227	225	0.00881057268722467	2	118.972746331237	1271.68773802829	227	225	0.00881057268722467	2	118.972746331237	1271.68773802829
YAL015C	1200	10	10	0	0	8.33333333333333	89.0741631482372	10	10	0	0	8.33333333333333	89.0741631482372
YAL014C	768	32	32	0	0	41.6666666666667	445.370815741186	32	32	0	0	41.6666666666667	445.370815741186
YAL013W	1218	25	25	0	0	20.5254515599343	219.3944905129	25	25	0	0	20.5254515599343	219.3944905129
YAL012W	1185	482	477	0.0103734439834025	5	406.751054852321	4347.72117847598	482	477	0.0103734439834025	5	406.751054852321	4347.72117847598
YAL011W	1878	23	23	0	0	12.2470713525027	130.907715808911	23	23	0	0	12.2470713525027	130.907715808911
YAL010C	1482	31	31	0	0	20.9176788124157	223.586968226344	31	31	0	0	20.9176788124157	223.586968226344
YAL009W	780	12	12	0	0	15.3846153846154	164.444608889053	12	12	0	0	15.3846153846154	164.444608889053
YAL008W	597	12	12	0	0	20.1005025125628	214.852252819869	12	12	0	0	20.1005025125628	214.852252819869
YAL007C	648	101	100	0.0099009900990099	1	155.864197530864	1666.01675517999	101	100	0.0099009900990099	1	155.864197530864	1666.01675517999
tP(UGG)A	72	2	2	0	0	27.7777777777778	296.913877160791	2	2	0	0	27.7777777777778	296.913877160791
YAL005C	1929	8459	7065	0.164794893013359	1394	4385.17366511146	46872.680937539	8347	6961	0.166047681801845	1386	4327.11249351996	46252.0709050287
YAL004W	648	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL003W	621	1557	1379	0.11432241490045	178	2507.24637681159	26799.7047385131	1547	1369	0.115061409179056	178	2491.14331723027	26627.5807517532
snR18	102	20	19	0.05	1	196.078431372549	2095.86266231146	20	19	0.05	1	196.078431372549	2095.86266231146
YAL002W	3825	69	69	0	0	18.0392156862745	192.819364932655	69	69	0	0	18.0392156862745	192.819364932655
YAL001C	3483	62	62	0	0	17.800746482917	190.270391565571	62	62	0	0	17.800746482917	190.270391565571
YAR002W	1620	79	79	0	0	48.7654320987654	521.248806571166	72	72	0	0	44.4444444444444	475.062203457265
YAR002C-A	660	113	110	0.0265486725663717	3	171.212121212121	1830.06917013651	111	108	0.027027027027027	3	168.181818181818	1797.67856535533
YAR003W	1281	25	25	0	0	19.5160031225605	208.604597536855	25	25	0	0	19.5160031225605	208.604597536855
YAR007C	1866	109	108	0.00917431192660551	1	58.4137191854234	624.378378338126	107	106	0.00934579439252336	1	57.3419078242229	612.921894331922
YAR008W	828	5	5	0	0	6.03864734299517	64.5464950349545	5	5	0	0	6.03864734299517	64.5464950349545
YAR009C	3591	39589	29998	0.242264265326227	9591	11024.5057087162	117839.834415224	38680	29155	0.246251292657704	9525	10771.372876636	115134.122993277
YAR010C	1323	17586	13179	0.250597065847833	4407	13292.5170068027	142082.37942176	16958	12619	0.255867437197783	4339	12817.8382464097	137008.585820209
tA(UGC)A	73	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR014C	2130	85	84	0.0117647058823529	1	39.906103286385	426.552330569023	85	84	0.0117647058823529	1	39.906103286385	426.552330569023
