gene_id	gene_name	RAP1_IAA_30M_REP1	RAP1_UNINDUCED_REP1	RAP1_UNINDUCED_REP2	WT_REP1	WT_REP2
Gfp_transgene_gene	Gfp_transgene_gene	0	0	0	0	0
HRA1	HRA1	0	38.1387076037919	0	0	0
snR18	snR18	399.717168497335	3151.72008463356	1729.28566053142	1110.0315276472	1067.97035051904
tA(UGC)A	TGA1	0	0	0	0	0
tL(CAA)A	SUP56	0	0	0	0	0
tP(UGG)A	TRN1	0	0	0	226.758997298921	0
tS(AGA)A	tS(AGA)A	181.878841161071	0	0	0	0
YAL001C	TFC3	28.9241809590729	31.0862200463589	54.4856777173784	32.5424892369865	15.5987871072288
YAL002W	VPS8	17.1612678960543	12.8848396804771	35.1340348662417	30.973651072345	11.7833163653634
YAL003W	EFB1	2435.08363506068	3047.55979275274	6989.93715370606	4426.96915745682	2676.22203061932
YAL004W	YAL004W	3.63616615301927	1199.49580658448	3.84863875709724	0	3.58881802283882
YAL005C	SSA1	6113.42143105697	4991.49089890815	12183.8184550336	8391.67632183804	4188.33946923422
YAL007C	ERP2	167.263643192291	196.402079191164	508.020317981386	228.572598500599	157.90799322965
YAL008W	FUN14	56.9558065927179	68.3849560612516	105.94293231779	41.9175179252219	12.0384914287229
YAL009W	SPO7	39.9214645142969	39.5054048736705	54.9120876750866	26.4502917936505	14.0805997979848
YAL010C	MDM10	14.5996837620482	13.5960159345364	44.7591691985038	41.0592084973971	13.1180056522218
YAL011W	SWC3	10.1973425966104	21.4351602486586	33.8718036271634	19.980354087188	17.1361054668517
YAL012W	CYS3	423.644527714174	346.351842541554	878.098840713579	680.884799772345	389.829708850061
YAL013W	DEP1	13.2897018476966	25.956030517364	55.3838205629389	35.97137342223	16.4164056200572
YAL014C	SYN8	46.5382132826831	53.8941173184261	127.153675896826	83.9364551574059	48.8314213698013
YAL015C	NTG1	20.2825258528726	17.6318860058324	45.1465585923337	13.9425107760499	10.021651364376
YAL016C-A	YAL016C-A	0	299.132641265641	0	0	0
YAL016C-B	YAL016C-B	0	186.362190835834	0	0	0
YAL016W	TPD3	148.317358797086	129.65235876065	301.178035974752	200.491488954368	103.025133333539
YAL017W	PSK1	44.6649774796693	41.6455822548384	84.1845662440009	46.5260113498965	26.49749453863
YAL018C	LDS1	0	0	0	0	0
YAL019W	FUN30	54.5472256524111	49.2499037128008	115.879993093675	103.601076753842	44.8537798347533
YAL019W-A	YAL019W-A	0	12.6257490227374	0	0	0
YAL020C	ATS1	25.1025568484982	9.47689021345052	36.6644260120413	25.8819387731779	4.13367878193773
YAL021C	CCR4	78.0346953709571	62.8875788500771	137.344046194963	104.23690711676	58.0436779056989
YAL022C	FUN26	52.8467220630797	38.5359470224915	101.020865146417	70.0658614435301	33.5786201516458
YAL023C	PMT2	249.319563943264	222.099515070778	497.255504290904	367.799298941396	199.137379431761
YAL024C	LTE1	20.6327049220713	17.8867907237821	37.3691632600569	29.965291360794	19.1517860497637
YAL025C	MAK16	44.0239211857641	60.3276775595697	127.836753263923	119.425648055555	48.0711205697119
YAL026C	DRS2	54.5331977386841	58.2840565093317	126.371749853058	83.1707751460492	54.6438523602047
YAL026C-A	YAL026C-A	77.2521162168515	89.0972953297209	154.893121188866	96.6014219675706	33.9205492603342
YAL027W	SAW1	28.2381328827095	28.6463321471514	57.1551580824858	14.5518679008686	5.57756346433584
YAL028W	FRT2	11.0607890528261	8.35217732659165	21.7676936380168	5.06932133056707	4.85891765752128
YAL029C	MYO4	73.0455440588291	59.3055209968707	131.997408343062	102.000178345878	56.4003694209402
YAL030W	SNC1	128.453760054363	187.901015773112	589.128699684382	141.197872249521	71.7415598697595
YAL031C	GIP4	31.3268201789497	27.4639967070025	54.2482009449812	30.6064560383166	12.2246869918775
YAL031W-A	YAL031W-A	0	0	0	0	0
YAL032C	PRP45	25.1248600259523	21.957311240688	63.6798369389104	33.3081242874573	23.0539918837159
YAL033W	POP5	64.0526875991741	61.5819542617884	135.155137634486	91.3185053361493	33.973280475794
YAL034C	FUN19	25.984995141775	22.5138329215775	67.9408895640177	18.4208946291544	9.62972480191574
YAL034C-B	YAL034C-B	0	0	0	0	0
YAL034W-A	MTW1	19.8845660781448	4.5027665843155	61.7644450879368	12.8105877382808	14.7324522449425
YAL035W	FUN12	250.98743255739	243.857694268106	484.122209213445	480.990551021299	236.617894336974
YAL036C	RBG1	90.7400000018305	95.7623266337342	261.823792213407	156.572013390805	87.8334822410773
YAL037C-A	YAL037C-A	0	0	0	0	0
YAL037C-B	YAL037C-B	2.16185238967432	517.221230770613	6.33830994572369	0	0
YAL037W	YAL037W	10.97531288094	12.5979931361174	27.6490656321622	11.3122328085533	2.70987412301358
YAL038W	CDC19	7459.27625577368	6860.48814527858	16450.8144982575	13892.6721548836	8184.69315216667
YAL039C	CYC3	24.4633802521559	57.3298673511727	106.676020032143	33.6193671765036	13.4227526203762
YAL040C	CLN3	37.6443150205073	41.1371306126889	94.388317058722	57.0881837676631	39.3987421504022
YAL041W	CDC24	44.3695482597197	39.1925469361008	92.6333270249372	66.7621912380608	35.9548607677611
YAL042C-A	YAL042C-A	0	137.302485395893	0	0	0
