gene_id	gene_name	RAP1_IAA_30M_REP1	RAP1_UNINDUCED_REP1	RAP1_UNINDUCED_REP2	WT_REP1	WT_REP2
Gfp_transgene_gene	Gfp_transgene_gene	0	0	0	0	0
HRA1	HRA1	0	8.31784192677497	0	0	0
snR18	snR18	2.15081449712437	20.1549082264133	10.0795247318131	5.78829057255584	5.81331438559204
tA(UGC)A	TGA1	0	0	0	0	0
tL(CAA)A	SUP56	0	0	0	0	0
tP(UGG)A	TRN1	0	0	0	1.01818111330441	0
tS(AGA)A	tS(AGA)A	1.01862815560766	0	0	0	0
YAL001C	TFC3	55.4780958377495	70.8616770340986	113.205100731403	60.4889581286924	30.2667485787136
YAL002W	VPS8	36.3463173151547	32.4319524776567	80.6050464507947	63.5723553480321	25.2460270208668
YAL003W	EFB1	597.871820012609	889.261458545435	1859.0481346602	1053.33267390422	664.707846178038
YAL004W	YAL004W	0.931889940140998	365.344581406828	1.06844264649859	0	0.930436636459098
YAL005C	SSA1	6173.63402763013	5990.59365779787	13327.9430039527	8212.40063521419	4278.71029586592
YAL007C	ERP2	43.7030563024447	60.9872950571922	143.785304502757	57.8761030315686	41.737730825392
YAL008W	FUN14	13.1869102683184	18.8169248086945	26.5705286613478	9.40514425178779	2.81962643822099
YAL009W	SPO7	13.5086449667311	15.8871089090623	20.1278060888943	8.6736251266233	4.8199323153009
YAL010C	MDM10	10.9294595148346	12.0962271780182	36.29613782509	29.7872676601822	9.93430552455244
YAL011W	SWC3	9.99383780504034	24.9663499640569	35.9589308851415	18.9763780848225	16.9891587547551
YAL012W	CYS3	243.609930605604	236.697637046109	546.96552359736	379.430190578562	226.768528783629
YAL013W	DEP1	7.89833542967861	18.3333422013385	35.6554899995711	20.7177321323625	9.86990271260093
YAL014C	SYN8	15.4212441308988	21.224335551981	45.6416975075303	26.954121928474	16.3690522284888
YAL015C	NTG1	11.8409438446245	12.2333692759357	28.5503933309739	7.88805862950814	5.91858699330533
YAL016C-A	YAL016C-A	0	13.5722427381016	0	0	0
YAL016C-B	YAL016C-B	0	0.969515300873139	0	0	0
YAL016W	TPD3	147.957871736969	153.712628040936	325.456201443517	193.82370528108	103.968969560919
YAL017W	PSK1	101.018640668628	111.940275697861	206.248140265815	101.975320985894	60.6252683555604
YAL018C	LDS1	0	0	0	0	0
YAL019W	FUN30	101.850966294941	109.290120709229	234.381920987869	187.465611997374	84.7239110848069
YAL019W-A	YAL019W-A	0	2.80622295541593	0	0	0
YAL020C	ATS1	11.7500863897379	5.27195849847927	18.5905035147114	11.7404505514153	1.95737612995712
YAL021C	CCR4	105.482651110152	101.027871892053	201.106587439312	136.54621669628	79.3711517507317
YAL022C	FUN26	41.7852819123758	36.2121533904155	86.5245854969635	53.6879233698305	26.8585516537319
YAL023C	PMT2	302.919267288168	320.701641034852	654.445219925798	433.058227443313	244.758503123975
YAL024C	LTE1	49.5227554275228	51.0227770015789	97.159477105327	69.6998745026658	46.5020797628181
YAL025C	MAK16	18.5239072964181	30.1677913735462	58.2670150746655	48.6974635323054	20.4617410542148
YAL026C	DRS2	123.241951338624	156.54182938177	309.364703638943	182.15169136088	124.926154703571
YAL026C-A	YAL026C-A	10.7513788752478	14.7367370663897	23.3511930502093	13.0287322301489	4.77563491988442
YAL027W	SAW1	9.65425257328069	11.6395109985983	21.167095588525	4.82132358658142	1.92904190221899
YAL028W	FRT2	8.95895612030022	8.03996279415249	19.098835056159	3.97911030547117	3.98130363905599
YAL029C	MYO4	179.934915701507	173.620049223925	352.216974853295	243.493574698808	140.54588255966
YAL030W	SNC1	11.7284012600878	20.3893863572509	58.267359348902	12.4935254179131	6.62639425289852
YAL031C	GIP4	38.1165084940127	39.7139942958574	71.4998778248221	36.0889877369585	15.0469683566523
YAL031W-A	YAL031W-A	0	0	0	0	0
YAL032C	PRP45	13.7868774689391	14.3193879601624	37.851872566613	17.7123954284334	12.7974329440101
YAL033W	POP5	12.0331037941866	13.749180246156	27.5040105925847	16.6250882016103	6.45642710506687
YAL034C	FUN19	15.807875420108	16.2773362996714	44.7718721904504	10.8599153688933	5.92623954995383
YAL034C-B	YAL034C-B	0	0	0	0	0
YAL034W-A	MTW1	7.77414135428443	2.09217872781067	26.1576075978249	4.8536698033704	5.82674240237219
YAL035W	FUN12	411.87864249017	475.594466135091	860.588354426747	764.92472543686	392.807113230734
YAL036C	RBG1	48.2012348589465	60.4556801553913	150.657813473695	80.6006202139288	47.1991255336592
YAL037C-A	YAL037C-A	0	0	0	0	0
YAL037C-B	YAL037C-B	0.949721599662897	270.04096695075	3.01624706587871	0	0
YAL037W	YAL037W	3.86773512506543	5.27623602666714	10.5546402676746	3.86325172309075	0.966058429450435
YAL038W	CDC19	5675.63163593663	6203.76817109979	13559.0129697426	10243.9666084822	6299.910404956
YAL039C	CYC3	8.70675561775043	24.2495597651347	41.1272674057848	11.5956281815207	4.83276788737001
YAL040C	CLN3	33.923000933853	44.056692885282	92.1374672202261	49.8546818835529	35.9163077139755
YAL041W	CDC24	61.2985855064414	64.3505059770248	138.629568126667	89.38422651066	50.2501681266295
YAL042C-A	YAL042C-A	0	12.2068444623677	0	0	0
YAL042W	ERV46	139.330901093292	135.683477887902	296.021212851085	165.889368317193	100.763830962121
YAL043C	PTA1	63.2266989541523	66.4653241027686	133.950185129557	77.2316962946611	44.1617526415743
YAL044C	GCV3	30.4648142362538	66.8123509071142	141.717374141396	43.293005526496	22.9925728733129
YAL044W-A	YAL044W-A	4.42889394696409	0	24.2371712135306	6.15325908144698	2.62211783997174
YAL045C	YAL045C	0	2.90853243227564	0.969710016626402	0	0
YAL046C	AIM1	1.68091428041141	4.32521207026471	10.0942351423924	6.68951427929844	4.98922341678886
YAL047C	SPC72	19.9856405449975	22.9727671150089	39.960847507741	18.9744276099343	13.989613959588
YAL047W-A	YAL047W-A	0	0.969443414453616	0	0	0
YAL048C	GEM1	18.0100079098015	19.9359640104339	45.8619588988904	25.9984244930164	10.0056202510227
YAL049C	AIM2	24.992986209295	39.4526439195098	69.3229396762033	32.6410766145011	11.522009744122
YAL051W	OAF1	38.2873988023717	59.154512410021	117.347222773247	82.5747818064	39.3016696930052
YAL053W	FLC2	116.412629588316	127.97883474164	259.979412564667	133.394667846856	68.2471103743146
YAL054C	ACS1	3.00586669486133	12.9296518030845	6.96355067332319	5.00675745907153	1.00199457380124
YAL055W	PEX22	5.58499262312564	2.2655235323169	5.66497256680814	0.929026038357674	1.85619877233113
YAL056C-A	YAL056C-A	0	0.969602585758321	0	0	0
YAL056W	GPB2	61.3249524526147	48.4776569852513	131.609248115014	72.3422369489597	38.2069429462077
YAL058W	CNE1	22.8640991384312	27.1941348449708	49.362610783982	38.743278296568	26.8365495363003
YAL059C-A	YAL059C-A	0	0	0	0	0
YAL059W	ECM1	16.1290373165331	25.1124920578809	45.867016586001	31.2669174881011	18.9434869544398
YAL060W	BDH1	48.2692913319022	54.1808338712724	116.563852313585	42.3264162812546	28.5573325662449
YAL061W	BDH2	29.6499222506419	19.3184784736661	83.3916170765142	8.88845850337774	4.94026439126886
YAL062W	GDH3	4.95672617637558	27.316392711733	37.4412666755799	12.8784145184518	3.96454683624748
YAL063C	FLO9	4.69965820950585	22.8681670159759	13.0166266052753	4.57822106970106	1.1210936201236
YAL063C-A	YAL063C-A	0	0.969517084334791	0.969716292040907	0	0
YAL064C-A	TDA8	0	0	0	0	0
YAL064W	YAL064W	0	0	1.93945297597322	0	0
YAL064W-B	YAL064W-B	0.877458150702341	0	1.37489347775904	0.873910483501786	0
YAL065C	YAL065C	0	1.9390372542149	0	0	0
YAL066W	YAL066W	0	0	0	0	0
YAL067C	SEO1	0.992960029313449	2.98556402515183	3.98156997254449	0.99232617610972	0
YAL067W-A	YAL067W-A	0	0	0	0	0
YAL068C	PAU8	1.6920164603457	7.07476259891359	21.2286487627636	2.52683464866612	0.837480885180011
YAL068W-A	YAL068W-A	0.527586128638678	0	2.37855950614421	0	0
YAL069W	YAL069W	1.21321416740608	1.36100447042646	1.36128411759502	0	0
YAR002C-A	ERP1	60.9097685953767	84.6714378410813	169.377670631626	80.7908117977452	60.8236106605627
YAR002W	NUP60	56.7700831173238	60.2484481077781	121.526001886879	60.7138507157014	39.834599151164
YAR003W	SWD1	26.7047744249173	17.2639217290124	35.5506713951409	21.7436531363143	13.843266060257
YAR007C	RFA1	55.9578807060461	66.9243134344086	125.883524141744	94.8688641595164	44.9650431379001
YAR008W	SEN34	7.75047066057564	14.7235316656209	18.9341446080619	3.87096019069016	4.83989415788109
YAR009C	YAR009C	16671.7978305454	16874.6591047383	32709.3641315106	36743.4219236202	17342.298087225
YAR010C	YAR010C	5684.39757253591	6262.78692043092	11990.7633577288	13327.6515006364	6070.09365875935
YAR014C	BUD14	55.1019530348407	60.6796658808634	167.152106138915	68.0849113734604	50.0945140637158
YAR015W	ADE1	51.6719519151275	65.5369260817043	157.112844260457	88.629383630012	38.0003762480971
YAR018C	KIN3	19.7953171382182	14.2009103433089	28.4076564173631	24.726352572874	13.8532932459022
YAR019C	CDC15	21.1403997416334	34.5537628744745	71.0966316267632	26.1592283908736	18.1230621654528
YAR019W-A	YAR019W-A	0	0	0	0	0
YAR020C	PAU7	0	0	0	0	0
YAR023C	YAR023C	0.905712180800755	1.10476329066234	5.52495140850617	1.80787360091557	0
YAR027W	UIP3	23.9443672219141	36.4917219133142	79.4394785664386	24.8689799486804	18.1734200418079
YAR028W	YAR028W	17.2337819598723	13.9616170823799	60.1547079659593	15.2984781041129	10.5176153795188
YAR029W	YAR029W	0.390351072298639	4.60138266805527	9.20465623345118	0	0
YAR030C	YAR030C	1.68105356837576	0	3.11121358553161	0.83525447047391	0
YAR031W	PRM9	16.5495587483757	15.6433963243251	43.8105096083334	11.6699193337862	8.75608001094794
YAR033W	MST28	0.957432333614422	18.2574992549509	21.4838242791487	4.78077439689307	3.82458740971941
YAR035C-A	YAR035C-A	0	0	0	0	0
YAR035W	YAT1	2.00254058893917	4.97833290927769	3.98348464359836	12.0079210173016	2.00258626609996
YAR042W	SWH1	104.929520203378	103.300934247184	194.836072239927	128.066364574014	75.6856891274573
YAR047C	YAR047C	0	0	3.014131187566	0.700046529263684	0
YAR050W	FLO1	4.39543825326351	15.4108371654581	13.4842587370089	13.6085383201077	6.96927513713751
YAR053W	YAR053W	0	0	0	0	0
YAR060C	YAR060C	0.835158521509066	0	6.40675643985198	0	0.82495351461245
YAR061W	YAR061W	0	0	0	0	0
YAR062W	YAR062W	0.921062614506659	3.24709595400084	2.16517541682146	0.919686054251774	0
YAR064W	YAR064W	0	1.93905561796662	0	0	0
YAR066W	YAR066W	2.8335840466429	14.3142374455291	8.81057144946769	4.71577149660209	10.3691204439901
YAR068W	YAR068W	8.23271072415914	32.8557578229793	28.1678646122648	4.56366551197196	6.37759738064647
YAR069C	YAR069C	0	0	0	0	1.01904364313497
YAR070C	YAR070C	0	0	0	0	0
