I	12680	12727	1	1	1	1	1	43
I	15474	62260	2	2	1	2	0	13
I	26026	26430	1	1	1	0	3	49
I	26026	26565	1	1	1	0	3	49
I	26026	26700	1	1	1	0	3	49
I	26161	26430	1	1	1	0	3	49
I	26161	26565	1	1	1	0	3	49
I	26161	26700	1	1	1	0	3	49
I	72285	86958	2	2	1	11	49	13
I	84461	165639	2	2	1	45	6	13
I	87388	87500	1	1	1	12	0	46
I	117334	161933	1	1	1	0	1	15
I	119678	156076	1	1	1	1	0	12
I	121777	162569	1	1	1	4	12	18
I	123864	165646	1	1	1	102	94	14
I	138073	163706	1	1	1	1	0	12
I	139188	139218	0	0	1	1	0	11
I	142254	142619	1	1	1	419	0	50
I	151007	151096	2	2	1	2	0	47
I	160161	162706	2	2	1	5	24	13
I	160410	162068	1	1	1	1	0	12
I	160696	161202	1	1	1	0	1	12
I	160861	172753	1	1	1	107	126	15
I	160969	163502	2	2	1	1	9	13
I	161001	170934	1	1	1	7	3	17
I	163738	177776	1	1	1	1	0	22
I	164785	178057	2	2	1	1	6	14
I	165635	165682	1	1	1	146	66	14
I	175088	189420	2	2	1	1	0	16
I	204646	205050	2	2	1	0	2	46
I	204671	205210	2	2	1	0	3	49
I	204671	205345	2	2	1	0	3	49
I	204781	205050	2	2	1	0	2	46
I	204806	205210	2	2	1	0	3	49
I	204806	205345	2	2	1	0	3	49
I	204916	205050	2	2	1	0	2	46
I	204941	205210	2	2	1	0	3	49
I	204941	205345	2	2	1	0	3	49
I	206113	206382	1	1	1	1	0	44
I	206383	206517	1	1	1	2	0	43
I	227979	228063	1	1	1	1	0	15
