#Position (bp)	Coverage	Std
21.5	3.9047619047619047	2.836832573067901
63.5	6.880952380952381	3.4051781297368415
105.5	5.285714285714286	1.9760470401187076
147.5	1.8571428571428572	1.7861904127153383
189.5	2.642857142857143	2.540153726131738
231.5	8.119047619047619	1.5197117521174237
273.5	5.4523809523809526	2.7902892835178013
315.5	2.1666666666666665	0.9128709291752767
357.5	2.9761904761904763	2.2834810518779687
399.5	4.023809523809524	0.9385906354489052
441.5	9.904761904761905	4.197504927816955
483.5	7.595238095238095	3.158510800391614
525.5	5.642857142857143	2.7817432013209342
567.5	4.0476190476190474	0.9258200997725518
609.5	4.476190476190476	2.288688541085317
651.5	8.119047619047619	2.0059435495071933
693.5	9.047619047619047	2.3704530408864084
735.5	7.642857142857143	3.143398221821788
777.5	6.714285714285714	3.1014589500826255
819.5	6.404761904761905	2.4053511772118195
861.5	5.833333333333333	3.051151226918097
903.5	7.619047619047619	3.04724700110022
945.5	10.738095238095237	4.522430867617652
987.5	15.857142857142858	5.334077329058978
1029.5	9.857142857142858	4.903837175887781
1071.5	11.19047619047619	3.3558761541369133
1113.5	17.0	1.6329931618554578
1155.5	15.833333333333334	5.248582575097684
1197.5	19.19047619047619	3.651483716701105
1239.5	12.214285714285714	2.996029118047834
1281.5	19.5	4.823059688818371
1323.5	30.904761904761905	7.727501906456294
1365.5	17.80952380952381	6.969320524371695
1407.5	18.30952380952381	4.020779360604942
1449.5	24.69047619047619	6.061195858747281
1491.5	16.428571428571427	4.314979445958879
1533.5	13.404761904761905	3.528793129723102
1575.5	13.69047619047619	4.432026302139591
1617.5	13.833333333333334	4.808227076485429
1659.5	11.119047619047619	1.7928429140015887
1701.5	8.047619047619047	2.6457513110645907
1743.5	2.761904761904762	2.7255405754769875
1785.5	3.880952380952381	3.058944729337694
1827.5	6.904761904761905	3.6774732526300618
1869.5	11.880952380952381	5.203021100421234
1911.5	16.571428571428573	4.413183712037204
1953.5	12.69047619047619	4.361629228145088
1995.5	7.976190476190476	4.28452364413395
2037.5	5.309523809523809	2.1213203435596424
2079.5	14.261904761904763	3.5017002672851314
2121.5	10.928571428571429	4.93046892389799
2163.5	6.523809523809524	2.9439202887759484
2205.5	8.0	1.6761634196950517
2247.5	13.523809523809524	3.8974961437410305
2289.5	7.238095238095238	2.8284271247461903
2331.5	4.166666666666667	1.2817398889233114
2373.5	6.5	3.051151226918097
2415.5	11.166666666666666	2.1325147238926747
2457.5	7.619047619047619	3.408672412985387
2499.5	6.5	2.6140645235596875
2541.5	7.523809523809524	2.845213189769458
2583.5	8.19047619047619	2.0586634591635518
2625.5	8.785714285714286	3.732100136460895
2667.5	9.880952380952381	4.149010208987887
2709.5	6.976190476190476	4.050279237875076
2751.5	4.023809523809524	1.2440333788202982
2793.5	2.380952380952381	1.5118578920369088
2835.5	7.333333333333333	2.3196879921559233
2877.5	3.261904761904762	1.3887301496588274
2919.5	4.4523809523809526	2.2625312415627814
2961.5	4.857142857142857	3.1014589500826255
3003.5	2.5	1.6256866681058633
3045.5	2.4285714285714284	1.9518001458970664
3087.5	9.452380952380953	4.1086436181484975
3129.5	9.380952380952381	3.792222617536104
3171.5	5.142857142857143	1.5275252316519463
3213.5	8.261904761904763	2.1876275473019375
3255.5	8.547619047619047	3.1585108003916154
3297.5	9.142857142857142	1.902379462422684
3339.5	9.666666666666666	3.7161167647860327
3381.5	9.738095238095237	3.8452196667699354
3423.5	4.119047619047619	2.1213203435596424
3465.5	2.4761904761904763	1.647508942095828
3507.5	1.0	0.0
3549.5	1.380952380952381	2.0701966780270626
3591.5	6.833333333333333	3.2986288637784607
3633.5	5.166666666666667	1.9940387348771524
3675.5	5.642857142857143	2.6592157812837547
3717.5	7.166666666666667	1.6973368495830106
3759.5	5.785714285714286	3.0589447293376932
3801.5	3.0	0.8164965809277257
3843.5	2.238095238095238	1.091089451179962
3885.5	4.857142857142857	2.9519969028245465
3927.5	4.714285714285714	2.5541749203626454
3969.5	3.3333333333333335	1.5275252316519468
4011.5	3.9285714285714284	2.632217967526897
4053.5	6.714285714285714	3.1697979505985945
4095.5	3.357142857142857	2.586595482574767
4137.5	0.8809523809523809	0.9385906354489059
4179.5	3.3095238095238093	2.345207879911715
4221.5	6.476190476190476	2.627691364061218
4263.5	6.214285714285714	1.9086270308410562
4305.5	3.142857142857143	1.4638501094227996
4347.5	4.928571428571429	3.0276503540974917
4389.5	8.166666666666666	2.0177781274036475
4431.5	6.190476190476191	1.8257418583505545
4473.5	4.428571428571429	1.9639610121239315
4515.5	3.4761904761904763	1.889822365046136
4557.5	4.0476190476190474	0.7237468644557471
4599.5	5.976190476190476	3.3981787839398696
4641.5	5.4523809523809526	2.241385625859487
4683.5	4.333333333333333	1.745743121887939
4725.5	2.0476190476190474	0.8728715609439694
4767.5	1.2142857142857142	0.8017837257372731
